Transaction_ID,Employee_ID,Salary_Band,Monthly_Salary,Work_Mode,Date,Transaction_Type,Category,Amount,Merchant,Payment_Method,Expense_Type,Subscription,Time_of_Day
TXN091994,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-05,Expense,Commute,680.0,Shell Petrol,Debit Card,Need,No,Morning
TXN091995,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-07,Expense,Coffee & Snacks,132.0,Starbucks,UPI,Want,No,Evening
TXN091996,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-07,Expense,Commute,695.0,Shell Petrol,Debit Card,Need,No,Evening
TXN091997,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-09,Expense,Utilities,3248.0,Municipal Water,UPI,Need,No,Afternoon
TXN091998,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-09,Expense,Commute,565.0,Uber,Debit Card,Need,No,Morning
TXN091999,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-09,Expense,Commute,430.0,Uber,Cash,Need,No,Evening
TXN092000,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-15,Expense,Coffee & Snacks,133.0,Local Tea Stall,Cash,Want,No,Morning
TXN092001,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-17,Expense,Commute,192.0,Uber,Cash,Need,No,Evening
TXN092002,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-19,Expense,Food Delivery,1416.0,Swiggy,Credit Card,Want,No,Evening
TXN092003,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-20,Expense,Groceries,867.0,Reliance Fresh,UPI,Need,No,Morning
TXN092004,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-21,Expense,OTT Subscription,649.0,Spotify,Credit Card,Want,Yes,Night
TXN092005,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-21,Expense,Food Delivery,660.0,Zomato,Credit Card,Want,No,Afternoon
TXN092006,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-21,Expense,Dining Out,1145.0,Third Wave Coffee,UPI,Want,No,Afternoon
TXN092007,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-23,Expense,Commute,521.0,Auto Fare,Cash,Need,No,Morning
TXN092008,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-23,Expense,Dining Out,3458.0,Socials Cafe,UPI,Want,No,Evening
TXN092009,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-26,Expense,Medical,607.0,Apollo Pharmacy,Debit Card,Need,No,Morning
TXN092010,EMP1295,Band B (₹50k-80k),54000,Office,2024-10-28,Expense,Commute,216.0,Uber,Debit Card,Need,No,Evening
TXN092011,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-01,Income,Salary,54000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN092012,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-02,Expense,Rent,12800.0,Property Management,Net Banking,Need,No,Morning
TXN092013,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-03,Expense,Shopping,4387.0,Decathlon,Credit Card,Want,No,Evening
TXN092014,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-04,Expense,Dining Out,2179.0,Third Wave Coffee,UPI,Want,No,Night
TXN092015,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-05,Expense,EMI,9900.0,Bajaj Finserv,Net Banking,Need,No,Morning
TXN092016,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-05,Expense,Medical,298.0,Local Hospital,UPI,Need,No,Afternoon
TXN092017,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-05,Expense,Commute,521.0,HP Petrol Pump,Cash,Need,No,Morning
TXN092018,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-07,Expense,Commute,588.0,Shell Petrol,UPI,Need,No,Morning
TXN092019,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-07,Expense,Groceries,1823.0,Local Kirana Store,UPI,Need,No,Afternoon
TXN092020,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-09,Expense,Commute,254.0,HP Petrol Pump,Debit Card,Need,No,Morning
TXN092021,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-09,Expense,Commute,333.0,Namma Metro,Debit Card,Need,No,Morning
TXN092022,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-10,Expense,Utilities,3546.0,Municipal Water,Debit Card,Need,No,Afternoon
TXN092023,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-10,Expense,Dining Out,1008.0,Local Restaurant,UPI,Want,No,Afternoon
TXN092024,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-13,Expense,OTT Subscription,999.0,Amazon Prime,Credit Card,Want,Yes,Night
TXN092025,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-13,Expense,Commute,781.0,Namma Metro,Debit Card,Need,No,Evening
TXN092026,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-14,Expense,Gym,3000.0,Local Gym Fitness,UPI,Want,Yes,Night
TXN092027,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-15,Expense,Coffee & Snacks,271.0,Bakery,UPI,Want,No,Afternoon
TXN092028,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-16,Expense,Food Delivery,1149.0,Swiggy,UPI,Want,No,Afternoon
TXN092029,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-17,Expense,Dining Out,979.0,Dominos Pizza,UPI,Want,No,Night
TXN092030,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-17,Expense,Commute,150.0,Namma Metro,Debit Card,Need,No,Morning
TXN092031,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-20,Expense,Groceries,1263.0,Zepto,Debit Card,Need,No,Evening
TXN092032,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-20,Expense,Commute,585.0,Shell Petrol,Cash,Need,No,Morning
TXN092033,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-26,Expense,Commute,694.0,Uber,UPI,Need,No,Morning
TXN092034,EMP1295,Band B (₹50k-80k),54000,Office,2024-11-28,Expense,Groceries,1769.0,Local Kirana Store,Cash,Need,No,Morning
TXN092035,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-01,Income,Salary,54000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN092036,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-01,Expense,Commute,147.0,Shell Petrol,UPI,Need,No,Morning
TXN092037,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-02,Expense,Dining Out,3462.0,Local Restaurant,Debit Card,Want,No,Night
TXN092038,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-04,Expense,Rent,13700.0,Property Management,Net Banking,Need,No,Morning
TXN092039,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-04,Expense,Dining Out,3485.0,Barbeque Nation,UPI,Want,No,Evening
TXN092040,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-05,Expense,Groceries,1015.0,Local Kirana Store,Cash,Need,No,Evening
TXN092041,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-05,Expense,Medical,444.0,Practo Doctor Consult,Debit Card,Need,No,Morning
TXN092042,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-06,Expense,Groceries,1146.0,DMart,Debit Card,Need,No,Afternoon
TXN092043,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-07,Expense,Utilities,3642.0,Airtel Broadband,Net Banking,Need,No,Afternoon
TXN092044,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-07,Expense,Groceries,1639.0,DMart,UPI,Need,No,Morning
TXN092045,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-08,Expense,Commute,561.0,Namma Metro,Cash,Need,No,Evening
TXN092046,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-09,Expense,Shopping,826.0,Amazon,UPI,Want,No,Afternoon
TXN092047,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-09,Expense,Commute,341.0,Uber,Cash,Need,No,Morning
TXN092048,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-10,Expense,Groceries,2188.0,DMart,Cash,Need,No,Evening
TXN092049,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-11,Expense,Coffee & Snacks,213.0,Bakery,Cash,Want,No,Morning
TXN092050,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-13,Expense,Food Delivery,468.0,Swiggy,Credit Card,Want,No,Evening
TXN092051,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-16,Expense,Gym,1500.0,Gold Gym,Credit Card,Want,Yes,Night
TXN092052,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-17,Expense,Commute,428.0,Shell Petrol,Debit Card,Need,No,Evening
TXN092053,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-20,Expense,Groceries,2112.0,Local Kirana Store,UPI,Need,No,Morning
TXN092054,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-20,Expense,Shopping,544.0,Decathlon,UPI,Want,No,Evening
TXN092055,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-21,Expense,Dining Out,821.0,Barbeque Nation,Credit Card,Want,No,Afternoon
TXN092056,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-21,Expense,Shopping,3790.0,Decathlon,Net Banking,Want,No,Afternoon
TXN092057,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-24,Expense,Medical,2405.0,MedPlus,UPI,Need,No,Morning
TXN092058,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-25,Expense,Dining Out,1928.0,Dominos Pizza,Debit Card,Want,No,Night
TXN092059,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-27,Expense,Commute,281.0,Shell Petrol,Cash,Need,No,Evening
TXN092060,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-27,Expense,Groceries,672.0,Blinkit,Cash,Need,No,Morning
TXN092061,EMP1295,Band B (₹50k-80k),54000,Office,2024-12-27,Expense,Groceries,2410.0,Reliance Fresh,Debit Card,Need,No,Afternoon
TXN092062,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-01,Income,Salary,76000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN092063,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-01,Expense,Commute,237.0,Uber,Debit Card,Need,No,Evening
TXN092064,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-02,Expense,Dining Out,1471.0,Starbucks,UPI,Want,No,Afternoon
TXN092065,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-02,Expense,Commute,108.0,Uber,Debit Card,Need,No,Evening
TXN092066,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-03,Expense,Rent,21400.0,Property Management,Net Banking,Need,No,Morning
TXN092067,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-03,Expense,Dining Out,4490.0,Dominos Pizza,UPI,Want,No,Evening
TXN092068,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-04,Expense,Groceries,1930.0,BigBasket,Cash,Need,No,Afternoon
TXN092069,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-05,Expense,Commute,479.0,Namma Metro,Debit Card,Need,No,Evening
TXN092070,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-06,Expense,Dining Out,5604.0,Local Restaurant,Debit Card,Want,No,Evening
TXN092071,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-07,Expense,Utilities,4342.0,Jio Fiber,Debit Card,Need,No,Afternoon
TXN092072,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-11,Expense,Commute,438.0,Shell Petrol,UPI,Need,No,Morning
TXN092073,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-12,Expense,Coffee & Snacks,156.0,Third Wave Coffee,Cash,Want,No,Evening
TXN092074,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-13,Expense,OTT Subscription,299.0,Spotify,Credit Card,Want,Yes,Night
TXN092075,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-17,Expense,Commute,606.0,Namma Metro,Cash,Need,No,Morning
TXN092076,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-19,Expense,Food Delivery,562.0,Zomato,UPI,Want,No,Evening
TXN092077,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-22,Expense,Gym,2000.0,Local Gym Fitness,Credit Card,Want,Yes,Night
TXN092078,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-22,Expense,Groceries,844.0,Reliance Fresh,UPI,Need,No,Evening
TXN092079,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-23,Expense,Commute,217.0,HP Petrol Pump,Debit Card,Need,No,Morning
TXN092080,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-23,Expense,Medical,2926.0,Apollo Pharmacy,UPI,Need,No,Afternoon
TXN092081,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-24,Expense,Commute,524.0,HP Petrol Pump,Debit Card,Need,No,Morning
TXN092082,EMP1296,Band B (₹50k-80k),76000,Office,2024-01-25,Expense,Dining Out,946.0,McDonalds,Credit Card,Want,No,Evening
TXN092083,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-01,Income,Salary,76000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN092084,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-02,Expense,Rent,19400.0,Property Management,Net Banking,Need,No,Morning
TXN092085,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-03,Expense,EMI,18000.0,SBI Credit Card EMI,Net Banking,Need,No,Morning
TXN092086,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-03,Expense,Commute,189.0,Shell Petrol,Debit Card,Need,No,Morning
TXN092087,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-04,Expense,Food Delivery,1149.0,Swiggy,Credit Card,Want,No,Evening
TXN092088,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-04,Expense,Commute,542.0,Ola,Cash,Need,No,Evening
TXN092089,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-05,Expense,Groceries,2370.0,DMart,Cash,Need,No,Morning
TXN092090,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-05,Expense,Shopping,5991.0,Zara,Net Banking,Want,No,Night
TXN092091,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-06,Expense,Commute,53.0,Shell Petrol,Debit Card,Need,No,Evening
TXN092092,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-08,Investment,SIP Mutual Fund,6700.0,UTI Mutual Fund,Net Banking,N/A,Yes,Morning
TXN092093,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-09,Expense,Utilities,2592.0,Indane Gas,UPI,Need,No,Afternoon
TXN092094,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-10,Expense,Groceries,1407.0,DMart,Cash,Need,No,Afternoon
TXN092095,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-11,Expense,Shopping,4447.0,Decathlon,UPI,Want,No,Night
TXN092096,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-12,Expense,Commute,99.0,Shell Petrol,Debit Card,Need,No,Evening
TXN092097,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-15,Expense,Commute,587.0,Ola,Cash,Need,No,Morning
TXN092098,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-18,Expense,Commute,157.0,Auto Fare,Cash,Need,No,Morning
TXN092099,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-19,Expense,Dining Out,1277.0,Third Wave Coffee,UPI,Want,No,Evening
TXN092100,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-20,Expense,Gym,3000.0,Cult.fit,Credit Card,Want,Yes,Night
TXN092101,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-20,Expense,Commute,551.0,Ola,Cash,Need,No,Morning
TXN092102,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-24,Expense,Groceries,479.0,Blinkit,Cash,Need,No,Morning
TXN092103,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-25,Expense,OTT Subscription,299.0,Netflix,UPI,Want,Yes,Night
TXN092104,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-25,Expense,Groceries,2354.0,DMart,Debit Card,Need,No,Afternoon
TXN092105,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-26,Expense,Commute,165.0,Namma Metro,UPI,Need,No,Evening
TXN092106,EMP1296,Band B (₹50k-80k),76000,Office,2024-02-26,Expense,Coffee & Snacks,83.0,Local Tea Stall,UPI,Want,No,Evening
TXN092107,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-01,Income,Salary,76000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN092108,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-01,Expense,Rent,20600.0,Housing Society,Net Banking,Need,No,Morning
TXN092109,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-01,Expense,Coffee & Snacks,197.0,Chai Point,UPI,Want,No,Evening
TXN092110,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-03,Expense,Dining Out,4066.0,Starbucks,Credit Card,Want,No,Evening
TXN092111,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-04,Expense,Gym,2000.0,Cult.fit,Credit Card,Want,Yes,Night
TXN092112,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-06,Expense,Utilities,1802.0,Airtel Broadband,Debit Card,Need,No,Afternoon
TXN092113,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-06,Expense,Food Delivery,291.0,Swiggy,Credit Card,Want,No,Evening
TXN092114,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-07,Expense,EMI,14900.0,ICICI Finance,Net Banking,Need,No,Morning
TXN092115,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-08,Expense,Commute,355.0,Namma Metro,UPI,Need,No,Morning
TXN092116,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-09,Expense,Commute,604.0,Namma Metro,UPI,Need,No,Morning
TXN092117,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-10,Expense,Commute,644.0,Shell Petrol,Cash,Need,No,Evening
TXN092118,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-14,Expense,OTT Subscription,999.0,Amazon Prime,Credit Card,Want,Yes,Night
TXN092119,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-15,Expense,Commute,682.0,Uber,Cash,Need,No,Morning
TXN092120,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-16,Expense,Dining Out,3904.0,Barbeque Nation,Debit Card,Want,No,Night
TXN092121,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-17,Expense,Food Delivery,694.0,Zomato,UPI,Want,No,Night
TXN092122,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-18,Expense,Dining Out,2633.0,Dominos Pizza,UPI,Want,No,Afternoon
TXN092123,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-19,Expense,Commute,160.0,Namma Metro,Debit Card,Need,No,Evening
TXN092124,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-20,Expense,Coffee & Snacks,237.0,Starbucks,Cash,Want,No,Evening
TXN092125,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-23,Expense,Medical,1702.0,Practo Doctor Consult,Credit Card,Need,No,Afternoon
TXN092126,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-25,Expense,Food Delivery,605.0,Zomato,UPI,Want,No,Night
TXN092127,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-26,Expense,Commute,458.0,Ola,Debit Card,Need,No,Evening
TXN092128,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-26,Expense,Dining Out,2045.0,Starbucks,Debit Card,Want,No,Night
TXN092129,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-27,Expense,Groceries,2451.0,DMart,UPI,Need,No,Evening
TXN092130,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-27,Expense,Commute,781.0,Uber,UPI,Need,No,Evening
TXN092131,EMP1296,Band B (₹50k-80k),76000,Office,2024-03-28,Expense,Medical,2780.0,Local Hospital,UPI,Need,No,Afternoon
TXN092132,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-01,Income,Salary,76000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN092133,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-01,Expense,Groceries,2108.0,Blinkit,UPI,Need,No,Evening
TXN092134,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-03,Expense,Gym,3000.0,Local Gym Fitness,UPI,Want,Yes,Night
TXN092135,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-03,Expense,Dining Out,644.0,Starbucks,UPI,Want,No,Evening
TXN092136,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-04,Expense,Dining Out,2388.0,Dominos Pizza,UPI,Want,No,Night
TXN092137,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-04,Expense,Groceries,2105.0,Zepto,UPI,Need,No,Afternoon
TXN092138,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-04,Expense,Groceries,451.0,Blinkit,UPI,Need,No,Afternoon
TXN092139,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-05,Expense,Rent,15300.0,Landlord Corp,Net Banking,Need,No,Morning
TXN092140,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-05,Expense,Dining Out,2638.0,Dominos Pizza,UPI,Want,No,Night
TXN092141,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-05,Expense,Dining Out,3876.0,Starbucks,UPI,Want,No,Afternoon
TXN092142,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-08,Expense,Groceries,2130.0,Zepto,UPI,Need,No,Afternoon
TXN092143,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-08,Expense,Commute,132.0,Shell Petrol,Debit Card,Need,No,Morning
TXN092144,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-08,Expense,Dining Out,3475.0,Starbucks,UPI,Want,No,Afternoon
TXN092145,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-10,Expense,Utilities,3213.0,Indane Gas,UPI,Need,No,Afternoon
TXN092146,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-11,Expense,Commute,262.0,Auto Fare,UPI,Need,No,Evening
TXN092147,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-12,Expense,Medical,2235.0,Practo Doctor Consult,Credit Card,Need,No,Evening
TXN092148,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-16,Expense,Commute,218.0,Namma Metro,Cash,Need,No,Evening
TXN092149,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-18,Expense,Dining Out,733.0,McDonalds,UPI,Want,No,Afternoon
TXN092150,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-18,Expense,Food Delivery,396.0,Swiggy,Credit Card,Want,No,Afternoon
TXN092151,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-20,Expense,Commute,793.0,Auto Fare,UPI,Need,No,Morning
TXN092152,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-21,Expense,Commute,628.0,Auto Fare,Debit Card,Need,No,Evening
TXN092153,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-23,Expense,Groceries,382.0,Reliance Fresh,Debit Card,Need,No,Afternoon
TXN092154,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-27,Expense,OTT Subscription,299.0,Spotify,UPI,Want,Yes,Night
TXN092155,EMP1296,Band B (₹50k-80k),76000,Office,2024-04-28,Expense,Medical,2041.0,MedPlus,UPI,Need,No,Morning
TXN092156,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-01,Income,Salary,76000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN092157,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-01,Expense,Rent,16400.0,Housing Society,Net Banking,Need,No,Morning
TXN092158,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-01,Expense,Coffee & Snacks,327.0,Tapri,UPI,Want,No,Evening
TXN092159,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-01,Expense,Groceries,1833.0,Zepto,Debit Card,Need,No,Afternoon
TXN092160,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-05,Expense,EMI,15800.0,ICICI Finance,Net Banking,Need,No,Morning
TXN092161,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-05,Expense,Medical,403.0,MedPlus,Credit Card,Need,No,Evening
TXN092162,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-06,Expense,Commute,664.0,HP Petrol Pump,Cash,Need,No,Morning
TXN092163,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-07,Expense,Food Delivery,970.0,Zomato,Credit Card,Want,No,Night
TXN092164,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-07,Expense,Dining Out,4559.0,McDonalds,UPI,Want,No,Afternoon
TXN092165,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-07,Expense,Commute,574.0,Ola,UPI,Need,No,Morning
TXN092166,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-09,Expense,Utilities,3239.0,Jio Fiber,Net Banking,Need,No,Afternoon
TXN092167,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-10,Expense,Commute,547.0,Ola,Debit Card,Need,No,Evening
TXN092168,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-10,Expense,Dining Out,546.0,Barbeque Nation,UPI,Want,No,Night
TXN092169,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-12,Expense,Dining Out,1391.0,Barbeque Nation,Credit Card,Want,No,Afternoon
TXN092170,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-13,Expense,Commute,593.0,Ola,Debit Card,Need,No,Evening
TXN092171,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-13,Expense,Coffee & Snacks,89.0,Starbucks,Cash,Want,No,Evening
TXN092172,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-14,Expense,Commute,791.0,Ola,Cash,Need,No,Morning
TXN092173,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-14,Expense,Commute,493.0,Ola,Debit Card,Need,No,Evening
TXN092174,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-16,Expense,Groceries,413.0,Zepto,Cash,Need,No,Afternoon
TXN092175,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-17,Expense,Coffee & Snacks,192.0,Third Wave Coffee,UPI,Want,No,Afternoon
TXN092176,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-19,Expense,Commute,56.0,HP Petrol Pump,Debit Card,Need,No,Evening
TXN092177,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-20,Expense,Gym,2000.0,Cult.fit,UPI,Want,Yes,Night
TXN092178,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-20,Expense,Food Delivery,453.0,Zomato,Credit Card,Want,No,Night
TXN092179,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-20,Expense,Commute,125.0,Ola,Debit Card,Need,No,Morning
TXN092180,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-21,Expense,Commute,772.0,Namma Metro,UPI,Need,No,Evening
TXN092181,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-23,Expense,Food Delivery,1085.0,Zomato,Credit Card,Want,No,Afternoon
TXN092182,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-23,Expense,Shopping,3230.0,Zara,Credit Card,Want,No,Night
TXN092183,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-26,Expense,Dining Out,1559.0,Socials Cafe,Credit Card,Want,No,Afternoon
TXN092184,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-27,Expense,Commute,384.0,HP Petrol Pump,UPI,Need,No,Evening
TXN092185,EMP1296,Band B (₹50k-80k),76000,Office,2024-05-28,Expense,Commute,421.0,Auto Fare,Cash,Need,No,Morning
TXN092186,EMP1296,Band B (₹50k-80k),76000,Office,2024-06-01,Income,Salary,76000.0,Company Payroll,Net Banking,N/A,No,Morning
